PRICING_DATE,PX_LAST
2011-05-17,4.64
2011-05-18,4.65
2011-05-19,4.66
2011-05-20,4.68
2011-05-23,4.64
2011-05-24,4.6
2011-05-25,4.6
2011-05-26,4.58
2011-05-27,4.54
2011-05-30,4.54
2011-05-31,4.53
2011-06-01,4.53
2011-06-02,4.49
2011-06-03,4.48
2011-06-07,4.47
2011-06-08,4.445
2011-06-09,4.51
2011-06-10,4.51
2011-06-13,4.6
2011-06-14,4.57
2011-06-15,4.89
2011-06-16,5.01
2011-06-17,4.95
2011-06-20,4.84
2011-06-21,4.89
2011-06-22,5.02
2011-06-23,5.12
2011-06-24,5.06
2011-06-27,5.04
2011-06-28,5.09
2011-06-29,5.18
2011-06-30,5.12
2011-07-01,5.12
2011-07-04,5.11
2011-07-05,5.12
2011-07-06,5.19
2011-07-07,5.12
2011-07-08,5.09
2011-07-11,5.075
2011-07-12,4.94
2011-07-13,4.94
2011-07-14,4.98
2011-07-15,4.96
2011-07-18,4.97
2011-07-19,5.05
2011-07-20,5.13
2011-07-21,5.21
2011-07-22,5.17
2011-07-25,5.26
2011-07-26,5.3
2011-07-27,5.29
2011-07-28,5.23
2011-07-29,5.21
2011-08-01,5.25
2011-08-02,5.2
2011-08-03,5.16
2011-08-04,5.09
2011-08-05,5.01
2011-08-08,4.9
2011-08-09,4.89
2011-08-10,4.925
2011-08-11,4.75
2011-08-12,4.71
2011-08-15,4.65
2011-08-16,4.67
2011-08-17,4.73
2011-08-18,4.72
2011-08-19,4.68
2011-08-22,4.76
2011-08-23,4.79
2011-08-24,4.8
2011-08-25,4.77
2011-08-26,4.75
2011-08-29,5.2
2011-08-30,5.18
2011-08-31,5.17
2011-09-01,5.17
2011-09-02,5.11
2011-09-05,5.14
2011-09-06,5.06
2011-09-07,5.13
2011-09-08,5.12
2011-09-09,5.08
2011-09-13,4.99
2011-09-14,4.97
2011-09-15,5.03
2011-09-16,5.04
2011-09-19,5.037
2011-09-20,5.03
2011-09-21,5.04
2011-09-22,4.97
2011-09-23,4.87
2011-09-26,4.7
2011-09-27,4.87
2011-09-28,4.81
2011-09-29,4.76
2011-09-30,4.67
2011-10-10,4.66
2011-10-11,4.6
2011-10-12,4.65
2011-10-13,4.61
2011-10-14,4.55
2011-10-17,4.62
2011-10-18,4.57
2011-10-19,4.64
2011-10-20,4.67
2011-10-21,4.68
2011-10-24,4.69
2011-10-25,4.73
2011-10-26,4.75
2011-10-27,4.79
2011-10-28,4.79
2011-10-31,4.77
2011-11-01,4.72
2011-11-02,4.68
2011-11-03,4.6
2011-11-04,4.56
2011-11-07,4.56
2011-11-08,4.51
2011-11-09,4.39
2011-11-10,4.33
2011-11-11,4.36
2011-11-14,4.42
2011-11-15,4.51
2011-11-16,4.53
2011-11-17,4.54
2011-11-18,4.54
2011-11-21,4.6
2011-11-22,4.56
2011-11-23,4.44
2011-11-24,4.43
2011-11-25,4.42
2011-11-28,4.45
2011-11-29,4.45
2011-11-30,4.44
2011-12-01,4.17
2011-12-02,4.01
2011-12-05,3.9
2011-12-06,4
2011-12-07,4.03
2011-12-08,4.1
2011-12-09,4.08
2011-12-12,4.1
2011-12-13,4.2
2011-12-14,4.13
2011-12-15,4.13
2011-12-16,4.05
2011-12-19,4.075
2011-12-20,4.1
2011-12-21,4.15
2011-12-22,4.15
2011-12-23,4.15
2011-12-26,4.15
2011-12-27,4.15
2011-12-28,4.17
