date,Close,vol
2002-08-26,108.0,0.00556
2002-08-27,107.83,0.00541
2002-08-28,107.61,0.00528
2002-08-29,107.51,0.00513
2002-08-30,107.4,0.00499
2002-09-02,107.58,0.00486
2002-09-03,107.76,0.00474
2002-09-04,107.49,0.00464
2002-09-05,107.37,0.00451
2002-09-06,107.3,0.004379999999999999
2002-09-09,107.25,0.00426
2002-09-10,107.41,0.00415
2002-09-11,106.98,0.00414
2002-09-12,106.98,0.00402
2002-09-13,107.19,0.00394
2002-09-16,106.94,0.00386
2002-09-17,106.09,0.00421
2002-09-18,106.19,0.00409
2002-09-19,106.19,0.0039700000000000004
2002-09-20,106.16,0.00386
2002-09-23,106.76,0.00398
2002-09-24,106.58,0.00389
2002-09-25,106.23,0.00386
2002-09-26,106.09,0.0037600000000000003
2002-09-27,106.25,0.00367
2002-10-08,106.62,0.00366
2002-10-09,107.26,0.0038299999999999996
2002-10-10,106.87,0.0038200000000000005
2002-10-11,106.83,0.00371
2002-10-14,106.05,0.004
2002-10-15,106.69,0.00414
2002-10-16,106.37,0.00409
2002-10-17,105.58,0.00435
2002-10-18,106.19,0.0044399999999999995
2002-10-21,105.87,0.004370000000000001
2002-10-22,105.76,0.00425
2002-10-23,105.55,0.0041600000000000005
2002-10-24,105.41,0.00405
2002-10-25,105.41,0.0039299999999999995
2002-10-28,105.76,0.0039
2002-10-29,105.41,0.00387
2002-10-30,105.76,0.0038399999999999997
2002-10-31,105.58,0.00375
2002-11-01,105.33,0.0036899999999999997
2002-11-04,105.37,0.00358
2002-11-05,105.4,0.0034799999999999996
2002-11-06,105.45,0.0033799999999999998
2002-11-07,105.69,0.0033299999999999996
2002-11-08,106.58,0.0038
2002-11-11,107.01,0.00381
2002-11-12,109.0,0.00575
2002-11-13,108.29,0.0058
2002-11-14,108.19,0.00563
2002-11-15,108.91,0.0057
2002-11-18,109.55,0.00571
2002-11-19,109.12,0.00562
2002-11-20,108.94,0.00547
2002-11-21,110.04,0.00583
2002-11-22,110.03,0.00566
2002-11-25,111.08,0.00595
2002-11-26,112.04,0.00613
2002-11-27,111.23,0.0062
2002-11-28,111.23,0.00602
2002-11-29,110.87,0.0059
2002-12-02,110.8,0.00573
2002-12-03,110.93,0.00557
2002-12-04,110.3,0.00558
2002-12-05,108.8,0.00633
2002-12-06,108.16,0.0063
2002-12-09,106.83,0.0068
2002-12-10,106.66,0.0066099999999999996
2002-12-11,106.73,0.00642
2002-12-12,106.66,0.00624
2002-12-13,106.36,0.00609
2002-12-16,106.12,0.00594
2002-12-17,105.95,0.0057799999999999995
2002-12-18,105.48,0.00572
2002-12-19,105.69,0.00557
2002-12-20,104.23,0.00635
2002-12-23,103.81,0.00624
2002-12-24,104.44,0.006229999999999999
2002-12-25,105.11,0.00624
2002-12-26,105.75,0.006229999999999999
2002-12-27,105.19,0.00618
2002-12-30,106.4,0.00659
2002-12-31,106.44,0.0064
2003-01-02,105.37,0.006670000000000001
2003-01-03,106.8,0.0072299999999999994
2003-01-06,108.62,0.0081
2003-01-07,108.19,0.00792
2003-01-08,107.8,0.00774
2003-01-09,108.36,0.00762
2003-01-10,108.94,0.007509999999999999
2003-01-13,109.33,0.00734
2003-01-14,109.37,0.00713
2003-01-15,108.87,0.00701
2003-01-16,108.65,0.0068200000000000005
2003-01-17,109.51,0.00689
2003-01-20,110.01,0.00678
2003-01-21,109.94,0.00658
2003-01-22,110.36,0.00646
2003-01-23,110.34,0.00627
2003-01-24,109.69,0.00625
2003-01-27,108.66,0.00647
2003-01-28,109.75,0.00672
2003-01-29,112.22,0.00842
2003-02-10,113.75,0.008790000000000001
2003-02-11,113.3,0.00859
2003-02-12,113.18,0.00834
2003-02-13,114.49,0.00856
2003-02-14,114.23,0.008329999999999999
2003-02-17,114.4,0.00809
2003-02-18,114.13,0.00788
2003-02-19,112.83,0.00813
2003-02-20,112.69,0.0079
2003-02-21,112.37,0.0077
2003-02-24,113.19,0.007670000000000001
2003-02-25,111.83,0.00799
2003-02-26,111.86,0.0077599999999999995
2003-02-27,111.0,0.0077599999999999995
2003-02-28,109.94,0.00787
2003-03-03,109.25,0.007790000000000001
2003-03-04,110.63,0.008140000000000001
2003-03-05,110.06,0.008
2003-03-06,111.16,0.00812
2003-03-07,111.03,0.007890000000000001
2003-03-10,109.7,0.008190000000000001
2003-03-11,109.71,0.00795
2003-03-12,110.5,0.007909999999999999
2003-03-13,109.28,0.00812
2003-03-14,110.04,0.00806
2003-03-17,111.19,0.00821
2003-03-18,109.31,0.00895
2003-03-19,110.08,0.00885
2003-03-20,109.58,0.00867
2003-03-21,108.82,0.008579999999999999
2003-03-24,108.79,0.008329999999999999
2003-03-25,109.28,0.008159999999999999
2003-03-26,108.56,0.00808
2003-03-27,107.22,0.00839
2003-03-28,107.71,0.00822
2003-03-31,108.03,0.00801
2003-04-01,108.31,0.0078
2003-04-02,108.87,0.007679999999999999
2003-04-03,108.44,0.007520000000000001
2003-04-04,108.26,0.00731
2003-04-07,109.02,0.0072900000000000005
2003-04-08,109.41,0.00713
2003-04-09,108.43,0.00725
2003-04-10,108.79,0.007090000000000001
2003-04-11,108.22,0.0069900000000000006
2003-04-14,108.19,0.006790000000000001
2003-04-15,108.41,0.0066099999999999996
2003-04-16,109.12,0.0066099999999999996
2003-04-17,109.79,0.00658
2003-04-18,108.73,0.0068
2003-04-21,108.22,0.0067
2003-04-22,108.51,0.006529999999999999
2003-04-23,109.94,0.00707
2003-04-24,109.75,0.00688
2003-04-25,110.15,0.00674
2003-04-28,109.94,0.00656
2003-04-29,110.87,0.006679999999999999
2003-04-30,111.69,0.00672
2003-05-12,112.08,0.00658
2003-05-13,111.43,0.006540000000000001
2003-05-14,110.8,0.006490000000000001
2003-05-15,110.65,0.0063100000000000005
2003-05-16,111.01,0.00618
2003-05-19,111.73,0.0062
2003-05-20,110.44,0.00662
2003-05-21,110.66,0.00645
2003-05-22,111.26,0.0064
2003-05-23,110.73,0.0063100000000000005
2003-05-26,110.83,0.00614
2003-05-27,110.69,0.0059700000000000005
2003-05-28,110.43,0.0058200000000000005
2003-05-29,109.98,0.0057399999999999994
2003-05-30,109.37,0.00573
2003-06-02,109.37,0.00556
2003-06-03,109.19,0.00541
2003-06-04,109.83,0.0054399999999999995
2003-06-05,109.58,0.0053100000000000005
2003-06-06,110.16,0.0053100000000000005
2003-06-09,109.62,0.0052899999999999996
2003-06-10,109.62,0.00513
2003-06-11,109.83,0.0050100000000000006
2003-06-12,109.12,0.0051
2003-06-13,109.4,0.00499
2003-06-16,109.47,0.00485
2003-06-17,110.51,0.005220000000000001
2003-06-18,110.12,0.00514
2003-06-19,109.33,0.00528
2003-06-20,109.33,0.00513
2003-06-23,109.51,0.00499
2003-06-24,109.58,0.00485
2003-06-25,110.08,0.00484
2003-06-26,109.55,0.00484
2003-06-27,110.01,0.0048
2003-06-30,109.55,0.00477
2003-07-01,109.58,0.00463
2003-07-02,109.87,0.00454
2003-07-03,109.76,0.00442
2003-07-04,110.55,0.00462
2003-07-07,110.8,0.004520000000000001
2003-07-08,110.61,0.00441
2003-07-09,111.23,0.00448
2003-07-10,111.33,0.00436
2003-07-11,110.83,0.004370000000000001
2003-07-14,110.05,0.00456
2003-07-15,110.51,0.00454
2003-07-16,110.87,0.00448
2003-07-17,111.08,0.004370000000000001
2003-07-18,111.3,0.00427
2003-07-21,111.12,0.00417
2003-07-22,109.41,0.00548
2003-07-23,109.26,0.00534
2003-07-24,109.69,0.00527
2003-07-25,109.69,0.00511
2003-07-28,109.58,0.0049700000000000005
2003-07-29,109.19,0.0049
2003-07-30,109.33,0.00477
2003-07-31,108.36,0.0051
2003-08-01,108.26,0.00495
2003-08-04,107.51,0.00509
2003-08-05,107.23,0.00498
2003-08-06,106.69,0.00499
2003-08-07,106.68,0.00484
2003-08-08,106.58,0.00471
2003-08-11,106.25,0.00463
2003-08-12,105.87,0.00458
2003-08-13,106.4,0.0046
2003-08-14,106.05,0.00454
2003-08-15,106.18,0.00442
2003-08-18,106.05,0.0043
2003-08-19,105.69,0.00425
2003-08-20,105.5,0.00415
2003-08-21,105.65,0.00405
2003-08-22,106.98,0.0049299999999999995
2003-08-25,106.58,0.00487
2003-08-26,105.48,0.00534
2003-08-27,105.25,0.00521
2003-08-28,105.3,0.00506
2003-08-29,104.04,0.0057
2003-09-01,104.19,0.00554
2003-09-02,103.05,0.00599
2003-09-03,103.08,0.0058200000000000005
2003-09-04,103.25,0.00566
2003-09-05,102.79,0.0056
2003-09-08,102.37,0.005529999999999999
2003-09-09,102.51,0.005379999999999999
2003-09-10,102.83,0.00527
2003-09-11,102.98,0.00513
2003-09-12,102.55,0.0050799999999999994
2003-09-15,103.18,0.00515
2003-09-16,102.01,0.00569
2003-09-17,103.16,0.00614
2003-09-18,102.94,0.00599
2003-09-19,103.94,0.00625
2003-09-22,104.62,0.00627
2003-09-23,105.12,0.00619
2003-09-24,104.75,0.00607
2003-09-25,105.51,0.00615
2003-09-26,104.19,0.006679999999999999
2003-09-29,104.76,0.00662
2003-09-30,104.19,0.00656
2003-10-08,104.08,0.006370000000000001
2003-10-09,104.33,0.00621
2003-10-10,104.19,0.00604
2003-10-13,103.55,0.00605
2003-10-14,103.66,0.00588
2003-10-15,103.05,0.00588
2003-10-16,103.01,0.00571
2003-10-17,103.8,0.00584
2003-10-20,103.05,0.0059299999999999995
2003-10-21,102.33,0.006
2003-10-22,102.76,0.00591
2003-10-23,104.55,0.00707
2003-10-24,104.12,0.0069299999999999995
2003-10-27,105.0,0.00702
2003-10-28,104.75,0.006840000000000001
2003-10-29,104.3,0.00673
2003-10-30,103.29,0.0069299999999999995
2003-10-31,102.4,0.00704
2003-11-03,102.37,0.006840000000000001
2003-11-04,102.05,0.006679999999999999
2003-11-05,102.08,0.006490000000000001
2003-11-06,102.26,0.00632
2003-11-07,102.72,0.006229999999999999
2003-11-10,103.4,0.00625
2003-11-11,102.61,0.00634
2003-11-12,102.58,0.00615
2003-11-13,104.0,0.0068200000000000005
2003-11-14,102.97,0.00704
2003-11-17,102.77,0.00685
2003-11-18,103.26,0.00675
2003-11-19,103.66,0.00662
2003-11-20,103.61,0.00642
2003-11-21,103.74,0.00625
2003-11-24,104.57,0.00636
2003-11-25,104.05,0.00629
2003-11-26,104.79,0.00634
2003-11-27,105.58,0.006409999999999999
2003-11-28,105.73,0.006229999999999999
2003-12-01,105.75,0.00605
2003-12-02,105.78,0.00588
2003-12-03,105.15,0.00588
2003-12-04,104.43,0.00594
2003-12-05,105.38,0.0061600000000000005
2003-12-08,105.51,0.00599
2003-12-09,105.61,0.0058200000000000005
2003-12-10,105.55,0.00566
2003-12-11,104.01,0.006520000000000001
2003-12-12,104.77,0.00656
2003-12-15,105.36,0.006509999999999999
2003-12-16,105.18,0.00634
2003-12-17,104.62,0.00629
2003-12-18,104.34,0.00614
2003-12-19,104.73,0.00603
2003-12-22,105.26,0.0059700000000000005
2003-12-23,104.76,0.00591
2003-12-24,105.15,0.00581
2003-12-25,104.69,0.0057399999999999994
2003-12-26,103.95,0.0058200000000000005
2003-12-29,104.1,0.0056700000000000006
2003-12-30,103.99,0.00551
2003-12-31,104.82,0.005679999999999999
2004-01-02,104.53,0.00555
2004-01-05,104.13,0.00547
2004-01-06,104.5,0.005379999999999999
2004-01-07,104.72,0.00524
2004-01-08,105.18,0.0052
2004-01-09,105.59,0.00513
2004-01-12,105.94,0.00505
2004-01-13,106.3,0.0049700000000000005
2004-01-14,106.37,0.00483
2004-01-15,107.14,0.00499
2004-01-16,107.53,0.0049299999999999995
2004-01-29,107.53,0.0047799999999999995
2004-01-30,107.11,0.00474
2004-02-02,107.51,0.00469
2004-02-03,108.26,0.00484
2004-02-04,108.25,0.0047
2004-02-05,108.61,0.00464
2004-02-06,108.62,0.0045
2004-02-09,108.16,0.00449
2004-02-10,107.82,0.00442
2004-02-11,107.7,0.0043
2004-02-12,107.31,0.00427
2004-02-13,108.11,0.00451
2004-02-16,107.71,0.00447
2004-02-17,107.34,0.00441
2004-02-18,106.88,0.00441
2004-02-19,106.89,0.00428
2004-02-20,106.94,0.0041600000000000005
2004-02-23,106.02,0.004529999999999999
2004-02-24,105.63,0.00449
2004-02-25,106.06,0.00447
2004-02-26,105.69,0.00442
2004-02-27,106.13,0.0044
2004-03-01,104.69,0.005379999999999999
2004-03-02,105.11,0.0053100000000000005
2004-03-03,104.94,0.00517
2004-03-04,104.51,0.00511
2004-03-05,104.49,0.0049700000000000005
2004-03-08,105.01,0.0049700000000000005
2004-03-09,105.64,0.00503
2004-03-10,105.57,0.00489
2004-03-11,105.81,0.0047799999999999995
2004-03-12,106.79,0.00513
2004-03-15,107.31,0.00512
2004-03-16,106.92,0.00505
2004-03-17,107.4,0.00502
2004-03-18,107.03,0.00494
2004-03-19,107.63,0.00498
2004-03-22,108.15,0.0049700000000000005
2004-03-23,107.66,0.00495
2004-03-24,107.63,0.0048
2004-03-25,107.6,0.0046700000000000005
2004-03-26,107.92,0.0045899999999999995
2004-03-29,108.01,0.00446
2004-03-30,107.96,0.00433
2004-03-31,108.45,0.00434
2004-04-01,108.57,0.004220000000000001
2004-04-02,108.21,0.00418
2004-04-05,107.57,0.0043
2004-04-06,106.88,0.00445
2004-04-07,106.6,0.00436
2004-04-08,107.2,0.0044399999999999995
2004-04-09,107.41,0.00434
2004-04-12,108.65,0.00503
2004-04-13,109.52,0.00524
2004-04-14,109.39,0.0051
2004-04-15,109.2,0.0049700000000000005
2004-04-16,108.89,0.00487
2004-04-19,108.58,0.0047799999999999995
2004-04-20,109.32,0.00492
2004-04-21,108.28,0.0052899999999999996
2004-04-22,108.81,0.00527
2004-04-23,108.93,0.00512
2004-04-26,109.02,0.00498
2004-04-27,109.21,0.00485
2004-04-28,109.85,0.00491
2004-04-29,110.39,0.00491
2004-04-30,110.73,0.00483
2004-05-10,111.74,0.00517
2004-05-11,111.59,0.00503
2004-05-12,111.65,0.00488
2004-05-13,112.16,0.00486
2004-05-14,111.99,0.00474
2004-05-17,112.26,0.00464
2004-05-18,111.68,0.0046700000000000005
2004-05-19,110.84,0.00488
2004-05-20,111.92,0.00527
2004-05-21,112.22,0.0051600000000000005
2004-05-24,112.21,0.0050100000000000006
2004-05-25,111.91,0.00491
2004-05-26,112.74,0.0050799999999999994
2004-05-27,112.79,0.00494
2004-05-28,110.36,0.00707
2004-05-31,111.31,0.00717
2004-06-01,111.39,0.006959999999999999
2004-06-02,112.46,0.00713
2004-06-03,112.4,0.0069299999999999995
2004-06-04,112.16,0.00675
2004-06-07,112.71,0.006659999999999999
2004-06-08,112.32,0.006520000000000001
2004-06-09,111.37,0.00665
2004-06-10,111.11,0.00648
2004-06-11,111.2,0.00629
2004-06-14,111.8,0.00624
2004-06-15,112.14,0.00611
2004-06-16,111.86,0.00596
2004-06-17,110.62,0.006370000000000001
2004-06-18,109.69,0.006509999999999999
2004-06-21,109.44,0.00634
2004-06-22,109.28,0.00617
2004-06-23,109.58,0.00603
2004-06-24,109.76,0.00586
2004-06-25,110.51,0.00592
2004-06-28,110.4,0.00576
2004-06-29,109.71,0.00579
2004-06-30,109.91,0.00564
2004-07-01,110.19,0.00551
2004-07-02,110.03,0.00536
2004-07-05,110.19,0.005220000000000001
2004-07-06,110.67,0.00517
2004-07-07,111.23,0.0051600000000000005
2004-07-08,110.6,0.00519
2004-07-09,109.83,0.0053100000000000005
2004-07-12,109.59,0.00518
2004-07-13,109.14,0.00513
2004-07-14,109.6,0.0050799999999999994
2004-07-15,110.03,0.00502
2004-07-16,110.49,0.00498
2004-07-19,109.68,0.00514
2004-07-20,110.32,0.00518
2004-07-21,110.63,0.0050799999999999994
2004-07-22,110.32,0.00498
2004-07-23,110.65,0.00489
2004-07-26,111.34,0.0049700000000000005
2004-07-27,111.47,0.00484
2004-07-28,111.96,0.00481
2004-07-29,111.25,0.00491
2004-07-30,111.64,0.00484
2004-08-02,112.4,0.0049700000000000005
2004-08-03,112.16,0.00486
2004-08-04,113.21,0.00521
2004-08-05,112.99,0.00509
2004-08-06,113.12,0.00495
2004-08-09,113.5,0.00487
2004-08-10,114.13,0.00491
2004-08-11,114.28,0.0047799999999999995
2004-08-12,113.83,0.00473
2004-08-13,113.23,0.00477
2004-08-16,113.77,0.00477
2004-08-17,114.12,0.00469
2004-08-18,114.49,0.00462
2004-08-19,114.31,0.0045
2004-08-20,114.44,0.004379999999999999
2004-08-23,113.99,0.00435
2004-08-24,114.91,0.00464
2004-08-25,115.65,0.00476
2004-08-26,115.34,0.0046700000000000005
2004-08-27,115.31,0.004529999999999999
2004-08-30,115.9,0.00457
2004-08-31,115.36,0.00457
2004-09-01,114.99,0.00451
2004-09-02,115.88,0.00475
2004-09-03,115.4,0.00472
2004-09-06,115.66,0.00461
2004-09-07,116.39,0.00472
2004-09-08,116.72,0.00464
2004-09-09,116.88,0.00451
2004-09-10,117.16,0.00442
2004-09-13,118.19,0.00477
2004-09-14,117.67,0.00475
2004-09-15,117.26,0.00469
2004-09-16,117.5,0.00458
2004-09-17,118.21,0.00468
2004-09-20,117.96,0.00457
2004-09-21,118.81,0.00476
2004-09-22,118.9,0.00462
2004-09-23,119.18,0.004520000000000001
2004-09-24,118.62,0.004529999999999999
2004-09-27,119.13,0.004520000000000001
2004-09-28,118.89,0.00442
2004-09-29,118.79,0.0042899999999999995
2004-09-30,118.79,0.00417
2004-10-08,118.9,0.00405
2004-10-11,119.61,0.00419
2004-10-12,118.58,0.00456
2004-10-13,119.51,0.0048
2004-10-14,119.8,0.0047
2004-10-15,120.41,0.00472
2004-10-18,120.51,0.0045899999999999995
2004-10-19,120.77,0.00449
2004-10-20,120.74,0.00436
2004-10-21,120.97,0.00426
2004-10-22,120.28,0.00435
2004-10-25,120.59,0.00427
2004-10-26,119.77,0.00446
2004-10-27,119.94,0.00434
2004-10-28,117.36,0.006690000000000001
2004-10-29,116.31,0.006840000000000001
2004-11-01,115.71,0.0067599999999999995
2004-11-02,115.96,0.00658
2004-11-03,117.06,0.00678
2004-11-04,117.35,0.0066099999999999996
2004-11-05,116.69,0.00656
2004-11-08,116.29,0.00642
2004-11-09,116.27,0.006229999999999999
2004-11-10,117.43,0.0065
2004-11-11,117.91,0.00639
2004-11-12,117.82,0.0062
2004-11-15,118.02,0.00604
2004-11-16,117.88,0.00587
2004-11-17,116.19,0.006659999999999999
2004-11-18,116.08,0.00647
2004-11-19,115.9,0.0063
2004-11-22,114.38,0.00688
2004-11-23,114.48,0.006679999999999999
2004-11-24,114.32,0.0065
2004-11-25,114.13,0.00632
2004-11-26,114.36,0.0061600000000000005
2004-11-29,114.18,0.00599
2004-11-30,114.94,0.00603
2004-12-01,115.46,0.00596
2004-12-02,115.2,0.00581
2004-12-03,115.36,0.00565
2004-12-06,115.22,0.00549
2004-12-07,114.43,0.00558
2004-12-08,114.68,0.00545
2004-12-09,115.82,0.00579
2004-12-10,116.42,0.00576
2004-12-13,117.28,0.00586
2004-12-14,117.6,0.00573
2004-12-15,117.19,0.00563
2004-12-16,117.99,0.0057
2004-12-17,118.55,0.00565
2004-12-20,118.94,0.00554
2004-12-21,119.01,0.005379999999999999
2004-12-22,117.88,0.0057
2004-12-23,118.5,0.005679999999999999
2004-12-24,118.83,0.00555
2004-12-27,117.92,0.0057
2004-12-28,117.75,0.00554
2004-12-29,117.36,0.0054399999999999995
2004-12-30,117.87,0.005379999999999999
2004-12-31,117.59,0.00526
2005-01-04,118.18,0.00524
2005-01-05,118.24,0.00509
2005-01-06,118.67,0.00502
2005-01-07,118.53,0.00488
2005-01-10,117.11,0.00555
2005-01-11,116.85,0.00541
2005-01-12,116.17,0.0054399999999999995
2005-01-13,115.74,0.00535
2005-01-14,116.08,0.00525
2005-01-17,115.86,0.00512
2005-01-18,116.44,0.00511
2005-01-19,117.55,0.00545
2005-01-20,117.86,0.00533
2005-01-21,117.81,0.00518
2005-01-24,118.19,0.00509
2005-01-25,119.06,0.00524
2005-01-26,118.8,0.00512
2005-01-27,117.58,0.00555
2005-01-28,117.36,0.0054
2005-01-31,116.78,0.005379999999999999
2005-02-01,115.82,0.00558
2005-02-02,116.36,0.00554
2005-02-03,117.27,0.00569
2005-02-04,116.98,0.00555
2005-02-16,117.88,0.0057
2005-02-17,117.48,0.0055899999999999995
2005-02-18,116.73,0.00564
2005-02-21,117.93,0.006
2005-02-22,117.78,0.00583
2005-02-23,117.34,0.00573
