,date,value,volatility
3161,2014-10-17,118.96,0.00477
3162,2014-10-20,119.46,0.00474
3163,2014-10-21,120.3,0.00489
3164,2014-10-22,120.16,0.00476
3165,2014-10-23,120.56,0.00469
3166,2014-10-24,120.18,0.00462
3167,2014-10-27,120.13,0.00448
3168,2014-10-28,119.37,0.00461
3169,2014-10-29,119.08,0.00451
3170,2014-10-30,118.98,0.00439
3171,2014-10-31,118.9,0.00426
3172,2014-11-03,119.24,0.0042
3173,2014-11-04,119.68,0.00417
3174,2014-11-05,119.92,0.00408
3175,2014-11-06,119.58,0.00402
3176,2014-11-07,118.96,0.00409
3177,2014-11-10,119.11,0.00399
3178,2014-11-11,118.84,0.00391
3179,2014-11-12,119.11,0.00383
3180,2014-11-13,119.41,0.00377
3181,2014-11-14,120.16,0.00396
3182,2014-11-17,120.13,0.00384
3183,2014-11-18,119.86,0.00377
3184,2014-11-19,119.44,0.00375
3185,2014-11-20,119.68,0.00368
3186,2014-11-21,119.86,0.00359
3187,2014-11-24,120.12,0.00352
3188,2014-11-25,119.84,0.00347
3189,2014-11-26,119.18,0.00362
3190,2014-11-27,119.18,0.00351
3191,2014-11-28,119.25,0.00341
3192,2014-12-01,119.98,0.00362
3193,2014-12-02,120.64,0.00375
3194,2014-12-03,121.29,0.00386
3195,2014-12-04,121.05,0.00378
3196,2014-12-05,121.5,0.00378
3197,2014-12-08,121.53,0.00367
3198,2014-12-09,123.02,0.0046
3199,2014-12-10,123.71,0.00466
3200,2014-12-11,123.93,0.00455
3201,2014-12-12,124.1,0.00443
3202,2014-12-15,124.76,0.00448
3203,2014-12-16,124.07,0.00455
3204,2014-12-17,124.27,0.00443
3205,2014-12-18,124.44,0.00432
3206,2014-12-19,125.58,0.00472
3207,2014-12-22,124.57,0.00498
3208,2014-12-23,124.33,0.00485
3209,2014-12-24,122.76,0.00561
3210,2014-12-25,123.46,0.00561
3211,2014-12-26,123.41,0.00545
3212,2014-12-29,123.4,0.00529
3213,2014-12-30,123.37,0.00514
3214,2014-12-31,123.42,0.00499
3215,2015-01-05,122.94,0.00494
3216,2015-01-06,122.68,0.00482
3217,2015-01-07,123.37,0.00487
3218,2015-01-08,123.92,0.00484
3219,2015-01-09,123.89,0.00471
3220,2015-01-12,123.65,0.00459
3221,2015-01-13,123.86,0.00448
3222,2015-01-14,122.55,0.00504
3223,2015-01-15,122.39,0.0049
3224,2015-01-16,123.16,0.00499
3225,2015-01-19,123.09,0.00485
3226,2015-01-20,122.85,0.00473
3227,2015-01-21,122.55,0.00463
3228,2015-01-22,122.46,0.0045
3229,2015-01-23,120.61,0.00568
3230,2015-01-26,121.47,0.00577
3231,2015-01-27,122.83,0.0062
3232,2015-01-28,123.45,0.00614
3233,2015-01-29,123.37,0.00597
3234,2015-01-30,123.76,0.00584
3235,2015-02-02,124.13,0.00572
3236,2015-02-03,124.05,0.00556
3237,2015-02-04,124.3,0.00542
3238,2015-02-05,123.86,0.00533
3239,2015-02-06,123.93,0.00518
3240,2015-02-09,123.92,0.00503
3241,2015-02-10,123.79,0.00489
3242,2015-02-11,123.22,0.00487
3243,2015-02-12,123.59,0.00479
3244,2015-02-13,123.97,0.0047
3245,2015-02-16,124.19,0.00459
3246,2015-02-17,123.85,0.0045
3247,2015-02-25,123.98,0.00438
3248,2015-02-26,124.36,0.00432
3249,2015-02-27,124.87,0.0043
3250,2015-03-02,124.7,0.00419
3251,2015-03-03,124.2,0.00418
3252,2015-03-04,124.57,0.00412
3253,2015-03-05,125.1,0.00413
3254,2015-03-06,124.19,0.00437
3255,2015-03-09,124.4,0.00427
3256,2015-03-10,124.29,0.00415
3257,2015-03-11,124.4,0.00403
3258,2015-03-12,124.37,0.00392
3259,2015-03-13,123.87,0.00392
3260,2015-03-16,123.39,0.00392
3261,2015-03-17,122,0.00467
3262,2015-03-18,118.61,0.00811
3263,2015-03-19,118.97,0.00791
3264,2015-03-20,120.22,0.00808
3265,2015-03-23,121.16,0.00806
3266,2015-03-24,121.13,0.00783
3267,2015-03-25,121.23,0.00761
3268,2015-03-26,119.38,0.00825
3269,2015-03-27,120.34,0.00823
3270,2015-03-30,120.11,0.00801
3271,2015-03-31,119.02,0.00808
3272,2015-04-01,119.26,0.00786
3273,2015-04-02,119.89,0.00773
3274,2015-04-03,120.32,0.00756
3275,2015-04-07,120.68,0.00737
3276,2015-04-08,120.57,0.00716
3277,2015-04-09,120.21,0.00699
3278,2015-04-10,120.41,0.0068
3279,2015-04-13,120.59,0.00662
3280,2015-04-14,120.18,0.00648
3281,2015-04-15,119.92,0.00631
3282,2015-04-16,120.56,0.00626
3283,2015-04-17,120.14,0.00613
3284,2015-04-20,120.21,0.00596
3285,2015-04-21,120.19,0.00579
3286,2015-04-22,120.58,0.00567
3287,2015-04-23,119.91,0.00567
3288,2015-04-24,119.79,0.00551
3289,2015-04-27,119.85,0.00535
3290,2015-04-28,119.87,0.00519
3291,2015-04-29,119.9,0.00504
3292,2015-04-30,120.47,0.00503
3293,2015-05-04,120.22,0.00491
3294,2015-05-05,119.99,0.00479
3295,2015-05-06,119.9,0.00465
3296,2015-05-07,120.25,0.00457
3297,2015-05-08,120.04,0.00446
3298,2015-05-11,119.78,0.00436
3299,2015-05-12,118.75,0.00471
3300,2015-05-13,118.87,0.00458
3301,2015-05-14,119.44,0.00459
3302,2015-05-15,119.46,0.00446
3303,2015-05-18,119.86,0.0044
3304,2015-05-19,119.93,0.00428
3305,2015-05-20,120.67,0.00441
3306,2015-05-21,121.46,0.00455
3307,2015-05-22,121,0.00451
3308,2015-05-25,120.38,0.00455
3309,2015-05-26,121.14,0.00467
3310,2015-05-27,121.05,0.00454
3311,2015-05-28,120.61,0.00449
3312,2015-05-29,120.75,0.00437
3313,2015-06-01,121.04,0.00428
3314,2015-06-02,121.53,0.00427
3315,2015-06-03,121.76,0.00417
3316,2015-06-04,123.14,0.00486
3317,2015-06-05,123.18,0.00472
3318,2015-06-08,123.15,0.00459
3319,2015-06-09,122.85,0.00449
3320,2015-06-10,122.61,0.00439
3321,2015-06-11,122.86,0.00429
3322,2015-06-12,123.17,0.00421
3323,2015-06-15,123.43,0.00412
3324,2015-06-16,123.6,0.00401
3325,2015-06-17,122.86,0.00415
3326,2015-06-18,122.81,0.00403
3327,2015-06-19,122.83,0.00391
3328,2015-06-23,122.53,0.00385
3329,2015-06-24,122.69,0.00375
3330,2015-06-25,122.61,0.00364
3331,2015-06-26,122.74,0.00355
3332,2015-06-29,123.1,0.00351
3333,2015-06-30,122.86,0.00344
3334,2015-07-01,123.24,0.00342
3335,2015-07-02,122.58,0.00356
3336,2015-07-03,123.1,0.00361
3337,2015-07-06,123.36,0.00354
3338,2015-07-07,122.95,0.00353
3339,2015-07-08,121.41,0.00456
3340,2015-07-09,121.61,0.00444
3341,2015-07-10,120.86,0.00456
3342,2015-07-13,121.01,0.00444
3343,2015-07-14,121.7,0.00452
3344,2015-07-15,122.21,0.0045
3345,2015-07-16,122.55,0.00442
3346,2015-07-17,121.15,0.00509
3347,2015-07-20,121.21,0.00495
3348,2015-07-21,121.07,0.00481
3349,2015-07-22,120.9,0.00469
3350,2015-07-23,120.4,0.00466
3351,2015-07-24,120.29,0.00453
3352,2015-07-27,120.37,0.0044
3353,2015-07-28,120.46,0.00428
3354,2015-07-29,120.52,0.00415
3355,2015-07-30,120.21,0.00408
3356,2015-07-31,119.45,0.00424
3357,2015-08-03,119.06,0.00419
3358,2015-08-04,118.47,0.00424
3359,2015-08-05,117.64,0.00445
3360,2015-08-06,117.25,0.00439
3361,2015-08-07,117.76,0.00439
3362,2015-08-10,117.64,0.00427
3363,2015-08-11,117.67,0.00414
3364,2015-08-12,118.06,0.0041
3365,2015-08-13,116.96,0.00457
3366,2015-08-14,117.32,0.0045
3367,2015-08-17,117.62,0.00441
3368,2015-08-18,116.95,0.00449
3369,2015-08-19,117.71,0.00463
3370,2015-08-20,118.75,0.00496
3371,2015-08-21,118.3,0.0049
3372,2015-08-24,118.41,0.00477
3373,2015-08-25,118.69,0.00466
3374,2015-08-26,118.82,0.00453
3375,2015-08-27,121.12,0.00635
3376,2015-08-28,120.98,0.00617
3377,2015-08-31,119.93,0.00635
3378,2015-09-01,117.85,0.00745
3379,2015-09-02,116.76,0.00756
3380,2015-09-07,116.83,0.00735
3381,2015-09-08,115.84,0.00742
3382,2015-09-09,115.14,0.00735
3383,2015-09-10,113.34,0.00806
3384,2015-09-11,112.42,0.00807
3385,2015-09-14,113.2,0.00801
3386,2015-09-15,114.58,0.0083
3387,2015-09-16,114.08,0.00812
3388,2015-09-17,114.08,0.00789
3389,2015-09-18,113.25,0.00786
3390,2015-09-21,112.55,0.00777
3391,2015-09-22,112.91,0.00759
3392,2015-09-23,112.08,0.00757
3393,2015-09-24,112.16,0.00736
3394,2015-09-25,112.97,0.00735
3395,2015-09-28,113.98,0.00745
3396,2015-09-29,112.68,0.00773
3397,2015-09-30,113.98,0.00799
3398,2015-10-08,113.46,0.00784
3399,2015-10-09,113.68,0.00762
3400,2015-10-12,113.77,0.00741
3401,2015-10-13,113.45,0.00722
3402,2015-10-14,112.57,0.00726
3403,2015-10-15,113.34,0.00723
3404,2015-10-16,113.21,0.00703
3405,2015-10-19,113.83,0.00695
3406,2015-10-20,113.82,0.00675
3407,2015-10-21,113.14,0.00671
3408,2015-10-22,112.68,0.00659
3409,2015-10-23,111.43,0.00693
3410,2015-10-26,111.53,0.00673
3411,2015-10-27,111.96,0.0066
3412,2015-10-28,112.36,0.00647
3413,2015-10-29,112.39,0.00628
3414,2015-10-30,112.81,0.00616
3415,2015-11-02,113.05,0.00601
3416,2015-11-03,113.38,0.00587
3417,2015-11-04,112.71,0.00588
3418,2015-11-05,112.44,0.00573
3419,2015-11-06,112.53,0.00557
3420,2015-11-09,111.64,0.00573
3421,2015-11-10,111.3,0.00562
3422,2015-11-11,110.33,0.00584
3423,2015-11-12,109.4,0.00602
3424,2015-11-13,108.26,0.00636
3425,2015-11-16,108.08,0.00619
3426,2015-11-17,107.96,0.00601
3427,2015-11-18,108.58,0.006
3428,2015-11-19,109.27,0.00602
3429,2015-11-20,109.39,0.00585
3430,2015-11-23,108.74,0.00586
3431,2015-11-24,108.85,0.00569
3432,2015-11-25,109.27,0.0056
3433,2015-11-26,109.74,0.00554
3434,2015-11-27,109.42,0.00542
3435,2015-11-30,111.58,0.00704
3436,2015-12-01,111.19,0.00688
3437,2015-12-02,111.28,0.00669
3438,2015-12-03,111.47,0.00651
3439,2015-12-04,108.11,0.00966
3440,2015-12-07,106.28,0.01023
3441,2015-12-08,106.39,0.00994
3442,2015-12-09,106.96,0.00973
3443,2015-12-10,107.03,0.00945
3444,2015-12-11,107.26,0.00919
3445,2015-12-14,107.09,0.00893
3446,2015-12-15,108.45,0.00918
3447,2015-12-16,109.34,0.00913
3448,2015-12-17,108.48,0.00906
3449,2015-12-18,109.05,0.00889
3450,2015-12-21,108.63,0.00868
3451,2015-12-22,109.05,0.00848
3452,2015-12-23,109.13,0.00824
3453,2015-12-24,110.18,0.00832
3454,2015-12-25,109.95,0.00809
3455,2015-12-28,110.1,0.00787
3456,2015-12-29,109.24,0.00787
3457,2015-12-30,109.96,0.0078
3458,2015-12-31,110.17,0.00759
3459,2016-01-04,109.74,0.00743
3460,2016-01-05,110.21,0.00728
3461,2016-01-06,111.13,0.00735
3462,2016-01-07,110.72,0.00719
3463,2016-01-08,109.48,0.00748
3464,2016-01-11,108.83,0.0074
3465,2016-01-12,106.53,0.00881
3466,2016-01-13,107.54,0.00885
3467,2016-01-14,107.33,0.00861
3468,2016-01-15,106.86,0.00842
3469,2016-01-18,106.96,0.00818
3470,2016-01-19,106.91,0.00795
3471,2016-01-20,106.11,0.00792
3472,2016-01-21,106,0.0077
3473,2016-01-22,105.99,0.00747
3474,2016-01-25,104.31,0.0082
3475,2016-01-26,104.11,0.00798
3476,2016-01-27,103.97,0.00775
3477,2016-01-28,104.77,0.00775
3478,2016-01-29,104.83,0.00752
3479,2016-02-01,106.57,0.0083
3480,2016-02-02,102.19,0.01286
3481,2016-02-03,101.89,0.0125
3482,2016-02-04,102.71,0.01229
3483,2016-02-05,102.9,0.01195
3484,2016-02-15,103.28,0.01163
3485,2016-02-16,102.52,0.01143
3486,2016-02-17,102.54,0.0111
3487,2016-02-18,101.71,0.01096
3488,2016-02-19,101.38,0.01067
3489,2016-02-22,100.75,0.01046
3490,2016-02-23,100.5,0.01018
3491,2016-02-24,102.76,0.01122
3492,2016-02-25,104.74,0.01181
3493,2016-02-26,104.36,0.0115
3494,2016-02-29,105.33,0.01139
3495,2016-03-01,104.65,0.01116
3496,2016-03-02,106.14,0.01135
3497,2016-03-03,106.05,0.01103
3498,2016-03-04,107.2,0.01101
3499,2016-03-07,106.15,0.01095
3500,2016-03-08,106.15,0.01063
3501,2016-03-09,105.82,0.01035
3502,2016-03-10,104.75,0.01034
3503,2016-03-11,105.28,0.01012
3504,2016-03-14,105.29,0.00982
3505,2016-03-15,102.03,0.01214
3506,2016-03-16,102.34,0.01181
3507,2016-03-17,100.91,0.01195
3508,2016-03-18,101.26,0.01164
3509,2016-03-21,101.17,0.0113
3510,2016-03-22,101.82,0.01108
3511,2016-03-23,102.44,0.01086
3512,2016-03-24,101.85,0.01063
3513,2016-03-25,101.17,0.01045
3514,2016-03-28,101.91,0.01029
3515,2016-03-29,101.25,0.01012
3516,2016-03-30,101.26,0.00982
3517,2016-03-31,100.26,0.00983
3518,2016-04-01,100.22,0.00955
3519,2016-04-05,99.92,0.0093
3520,2016-04-06,100.21,0.00905
3521,2016-04-07,100.31,0.0088
3522,2016-04-08,100.19,0.00855
3523,2016-04-11,100.46,0.00832
3524,2016-04-12,100.54,0.00809
3525,2016-04-13,101.81,0.0084
3526,2016-04-14,101.9,0.00816
3527,2016-04-15,102.99,0.00833
3528,2016-04-18,103.31,0.00812
3529,2016-04-19,103.22,0.00789
3530,2016-04-20,103.91,0.00782
3531,2016-04-21,103.42,0.00768
3532,2016-04-22,102.06,0.0081
3533,2016-04-25,101.68,0.00791
3534,2016-04-26,102.38,0.00786
3535,2016-04-27,102.67,0.00766
3536,2016-04-28,101.93,0.00764
3537,2016-04-29,102.53,0.00755
3538,2016-05-03,102.37,0.00734
3539,2016-05-04,102.06,0.00716
3540,2016-05-05,102.27,0.00697
3541,2016-05-06,101.88,0.00683
3542,2016-05-09,101.72,0.00665
3543,2016-05-10,100.43,0.00714
3544,2016-05-11,100.79,0.00698
3545,2016-05-12,101.05,0.00681
3546,2016-05-13,100.3,0.00685
3547,2016-05-16,100.4,0.00665
3548,2016-05-17,100.73,0.00651
3549,2016-05-18,101.08,0.00637
3550,2016-05-19,101.32,0.00622
3551,2016-05-20,101.65,0.00609
3552,2016-05-23,102.9,0.00659
3553,2016-05-24,103.5,0.00655
3554,2016-05-25,103.98,0.00645
3555,2016-05-26,102.89,0.00675
3556,2016-05-27,103.65,0.00679
3557,2016-05-30,103.54,0.0066
3558,2016-05-31,104.25,0.00661
3559,2016-06-01,103.66,0.00656
3560,2016-06-02,104.12,0.00646
3561,2016-06-03,103.84,0.00631
3562,2016-06-06,103.86,0.00612
3563,2016-06-07,103.38,0.00605
3564,2016-06-08,103.96,0.00602
3565,2016-06-13,103.8,0.00586
3566,2016-06-14,104.22,0.00577
3567,2016-06-15,104.21,0.00561
3568,2016-06-16,104.47,0.00548
3569,2016-06-17,105.23,0.00559
3570,2016-06-20,104.66,0.00558
3571,2016-06-21,104.75,0.00543
3572,2016-06-22,104.02,0.00553
3573,2016-06-23,103.34,0.00559
3574,2016-06-24,102.96,0.0055
3575,2016-06-27,103.09,0.00535
3576,2016-06-28,104.5,0.00612
3577,2016-06-29,105.11,0.00611
3578,2016-06-30,105.68,0.00607
3579,2016-07-01,106.8,0.00641
3580,2016-07-04,106.62,0.00624
3581,2016-07-05,108.425,0.00726
3582,2016-07-06,109.2,0.00725
3583,2016-07-07,109.09,0.00705
3584,2016-07-08,110.135,0.00721
3585,2016-07-11,110.86,0.00718
3586,2016-07-12,110.81,0.00697
3587,2016-07-13,111.15,0.00681
3588,2016-07-14,112.5,0.00721
3589,2016-07-15,113.4,0.00726
3590,2016-07-18,113.21,0.00706
3591,2016-07-19,111.91,0.00739
3592,2016-07-20,112.37,0.00724
3593,2016-07-21,114.455,0.00829
3594,2016-07-22,114.095,0.00809
3595,2016-07-25,113.515,0.00795
3596,2016-07-26,113.845,0.00775
3597,2016-07-27,114.01,0.00753
3598,2016-07-28,113.75,0.00733
3599,2016-07-29,114.02,0.00714
3600,2016-08-01,115.33,0.00745
3601,2016-08-02,115.02,0.00727
3602,2016-08-03,115.2,0.00707
3603,2016-08-04,117.04,0.00784
3604,2016-08-05,118.16,0.00794
3605,2016-08-08,117.93,0.00773
3606,2016-08-09,117.06,0.00771
3607,2016-08-10,117.865,0.00766
3608,2016-08-11,117.56,0.00747
3609,2016-08-12,117.53,0.00725
3610,2016-08-15,117.265,0.00706
3611,2016-08-16,117.085,0.00687
3612,2016-08-17,117.43,0.00671
3613,2016-08-18,117.24,0.00652
3614,2016-08-19,116.54,0.00649
3615,2016-08-22,117.01,0.00638
3616,2016-08-23,117.59,0.00631
3617,2016-08-24,117.76,0.00613
3618,2016-08-25,117.25,0.00605
3619,2016-08-26,115.37,0.00703
3620,2016-08-29,116.99,0.00759
3621,2016-08-30,116.045,0.00762
3622,2016-08-31,115.77,0.00742
3623,2016-09-01,115.405,0.00725
3624,2016-09-02,114.73,0.00718
3625,2016-09-05,114.495,0.00699
3626,2016-09-06,114.19,0.00681
3627,2016-09-07,112.61,0.00741
3628,2016-09-08,114.64,0.00836
3629,2016-09-09,114.865,0.00813
3630,2016-09-12,114.525,0.00793
3631,2016-09-13,112.715,0.00859
3632,2016-09-14,113.785,0.00864
3633,2016-09-19,113.27,0.00846
3634,2016-09-20,114.52,0.00862
3635,2016-09-21,115.07,0.00845
3636,2016-09-22,113.79,0.00863
3637,2016-09-23,112.805,0.00863
3638,2016-09-26,113.25,0.00844
3639,2016-09-27,112.81,0.00825
3640,2016-09-28,112.59,0.00802
3641,2016-09-29,111.73,0.008
3642,2016-09-30,112.39,0.0079
3643,2016-10-10,111.935,0.00773
3644,2016-10-11,113.24,0.008
3645,2016-10-12,113.21,0.00777
3646,2016-10-13,113.75,0.00763
3647,2016-10-14,114.25,0.00748
3648,2016-10-17,114.15,0.00727
3649,2016-10-18,113.25,0.00731
3650,2016-10-19,112.81,0.00716
3651,2016-10-20,113.09,0.00697
3652,2016-10-21,113.69,0.00689
3653,2016-10-24,113.3,0.00674
3654,2016-10-25,112.61,0.00671
3655,2016-10-26,112.12,0.00659
3656,2016-10-27,112.68,0.00651
3657,2016-10-28,112.77,0.00633
3658,2016-10-31,113.73,0.00647
3659,2016-11-01,114.41,0.00644
3660,2016-11-02,114.03,0.00631
3661,2016-11-03,113.89,0.00613
3662,2016-11-04,113.99,0.00596
3663,2016-11-07,114.365,0.00584
3664,2016-11-08,114.95,0.0058
3665,2016-11-09,114.77,0.00564
3666,2016-11-10,114.85,0.00548
3667,2016-11-11,114.745,0.00533
3668,2016-11-14,113.39,0.0059
3669,2016-11-15,113.305,0.00573
3670,2016-11-16,112.69,0.00572
3671,2016-11-17,112.55,0.00556
3672,2016-11-18,111.715,0.00568
3673,2016-11-21,111.165,0.00564
3674,2016-11-22,110.93,0.0055
3675,2016-11-23,111.35,0.00542
3676,2016-11-24,110.67,0.00546
3677,2016-11-25,111.13,0.0054
3678,2016-11-28,111.045,0.00524
3679,2016-11-29,111.925,0.00543
3680,2016-11-30,111.39,0.00539
3681,2016-12-01,110.895,0.00535
3682,2016-12-02,110.73,0.0052
3683,2016-12-05,110.71,0.00505
3684,2016-12-06,110.81,0.00491
3685,2016-12-07,111.075,0.0048
3686,2016-12-08,110.93,0.00468
3687,2016-12-09,109.61,0.00536
3688,2016-12-12,109.04,0.00536
3689,2016-12-13,109.09,0.0052
3690,2016-12-14,108.63,0.00515
3691,2016-12-15,108.91,0.00504
3692,2016-12-16,108.42,0.00501
3693,2016-12-19,108.85,0.00496
3694,2016-12-20,109.31,0.00492
3695,2016-12-21,109.07,0.0048
3696,2016-12-22,109.765,0.00491
3697,2016-12-23,111.105,0.00558
3698,2016-12-26,111.065,0.00542
3699,2016-12-27,111.25,0.00527
3700,2016-12-28,111.53,0.00516
3701,2016-12-29,111.845,0.00505
3702,2016-12-30,111.985,0.00492
3703,2017-01-03,112.75,0.00504
3704,2017-01-04,112.47,0.00493
3705,2017-01-05,112.71,0.00482
3706,2017-01-06,113.25,0.00481
3707,2017-01-09,113.985,0.00492
3708,2017-01-10,114.28,0.00482
3709,2017-01-11,113.87,0.00476
3710,2017-01-12,113.35,0.00475
3711,2017-01-13,113.79,0.0047
3712,2017-01-16,113.13,0.00477
3713,2017-01-17,110.825,0.00676
3714,2017-01-18,111.49,0.00671
3715,2017-01-19,111.26,0.00654
3716,2017-01-20,111.29,0.00635
3717,2017-01-23,111.795,0.00626
3718,2017-01-24,111.49,0.00611
3719,2017-01-25,111.83,0.00598
3720,2017-01-26,111.335,0.0059
3721,2017-02-03,111.265,0.00574
3722,2017-02-06,110.85,0.00564
3723,2017-02-07,110.77,0.00548
3724,2017-02-08,111.37,0.00548
3725,2017-02-09,110.385,0.00573
3726,2017-02-10,110.465,0.00556
3727,2017-02-13,109.405,0.00587
3728,2017-02-14,109.815,0.00577
3729,2017-02-15,110.01,0.00562
3730,2017-02-16,110.33,0.0055
3731,2017-02-17,109.945,0.00541
3732,2017-02-20,110.06,0.00526
3733,2017-02-21,109.575,0.00521
3734,2017-02-22,110.945,0.00587
3735,2017-02-23,110.885,0.0057
3736,2017-02-24,111.525,0.0057
3737,2017-02-27,111.46,0.00554
3738,2017-02-28,111.37,0.00538
3739,2017-03-01,111.325,0.00523
3740,2017-03-02,111.28,0.00508
3741,2017-03-03,111.89,0.0051
3742,2017-03-06,112.345,0.00505
3743,2017-03-07,112.3,0.0049
3744,2017-03-08,112.17,0.00477
3745,2017-03-09,112.385,0.00465
3746,2017-03-10,113.37,0.00498
3747,2017-03-13,113.29,0.00483
3748,2017-03-14,113.27,0.00469
3749,2017-03-15,113.21,0.00456
3750,2017-03-16,113.905,0.00466
3751,2017-03-17,114.05,0.00454
3752,2017-03-20,113.945,0.00441
3753,2017-03-21,113.17,0.00458
3754,2017-03-22,113.29,0.00446
3755,2017-03-23,112.525,0.00462
3756,2017-03-24,112.62,0.00449
3757,2017-03-27,112.07,0.00452
3758,2017-03-28,111.965,0.00439
3759,2017-03-29,111.905,0.00427
3760,2017-03-30,111.15,0.00445
3761,2017-03-31,111.1,0.00432
3762,2017-04-05,111.885,0.00452
3763,2017-04-06,111.185,0.00464
3764,2017-04-07,111.25,0.00451
3765,2017-04-10,110.685,0.00454
3766,2017-04-11,110.25,0.00451
3767,2017-04-12,110.365,0.00439
3768,2017-04-13,110.735,0.00433
3769,2017-04-14,110.05,0.00446
3770,2017-04-17,110.695,0.00455
3771,2017-04-18,110.745,0.00442
3772,2017-04-19,110.425,0.00435
3773,2017-04-20,110.065,0.00429
3774,2017-04-21,109.205,0.00457
3775,2017-04-24,109.2,0.00444
3776,2017-04-25,109.63,0.00441
3777,2017-04-26,110.67,0.00484
3778,2017-04-27,110.19,0.00481
3779,2017-04-28,109.57,0.00487
3780,2017-05-02,109.22,0.00479
3781,2017-05-03,108.97,0.00468
3782,2017-05-04,109.575,0.00473
3783,2017-05-05,109.03,0.00475
3784,2017-05-08,109.55,0.00475
3785,2017-05-09,109.34,0.00463
3786,2017-05-10,109.26,0.0045
3787,2017-05-11,109.75,0.0045
3788,2017-05-12,110.245,0.0045
3789,2017-05-15,109.97,0.00441
3790,2017-05-16,110.245,0.00433
3791,2017-05-17,109.715,0.00435
3792,2017-05-18,108.81,0.00467
3793,2017-05-19,109.22,0.00462
3794,2017-05-22,108.465,0.00478
3795,2017-05-23,107.835,0.00485
3796,2017-05-24,109.385,0.00581
3797,2017-05-25,110.16,0.00589
3798,2017-05-26,110.49,0.00576
3799,2017-05-31,110.245,0.00562
3800,2017-06-01,110.825,0.0056
3801,2017-06-02,111.565,0.00567
3802,2017-06-05,111.605,0.0055
3803,2017-06-06,112.185,0.00549
3804,2017-06-07,112.48,0.00536
3805,2017-06-08,111.99,0.00531
3806,2017-06-09,111.73,0.00519
3807,2017-06-12,112.23,0.00515
3808,2017-06-13,112.82,0.00516
3809,2017-06-14,112.35,0.0051
3810,2017-06-15,112.515,0.00497
3811,2017-06-16,112.76,0.00485
3812,2017-06-19,112.845,0.00472
3813,2017-06-20,112.75,0.00458
3814,2017-06-21,112.825,0.00445
3815,2017-06-22,112.65,0.00434
3816,2017-06-23,112.685,0.00422
3817,2017-06-26,112.445,0.00413
3818,2017-06-27,112.49,0.00401
3819,2017-06-28,112.285,0.00392
3820,2017-06-29,111.84,0.00392
3821,2017-06-30,112.185,0.00388
3822,2017-07-03,112.205,0.00377
3823,2017-07-04,112.925,0.00396
3824,2017-07-05,112.545,0.00393
3825,2017-07-06,113.5,0.00432
3826,2017-07-07,113.425,0.0042
3827,2017-07-10,113.91,0.0042
3828,2017-07-11,113.745,0.00409
3829,2017-07-12,113.99,0.00401
3830,2017-07-13,113.67,0.00395
3831,2017-07-14,113.17,0.00398
3832,2017-07-17,113.645,0.00399
3833,2017-07-18,114.185,0.00404
3834,2017-07-19,114.07,0.00393
3835,2017-07-20,114.06,0.00381
3836,2017-07-21,113.77,0.00375
3837,2017-07-24,113.945,0.00366
3838,2017-07-25,113.81,0.00357
3839,2017-07-26,113.35,0.0036
3840,2017-07-27,113.53,0.00351
3841,2017-07-28,113.63,0.00342
3842,2017-07-31,113.45,0.00334
3843,2017-08-01,112.87,0.00347
3844,2017-08-02,113.03,0.00338
3845,2017-08-03,112.135,0.00379
3846,2017-08-04,112.62,0.00383
3847,2017-08-07,112.44,0.00374
3848,2017-08-08,111.21,0.00448
3849,2017-08-09,111.225,0.00435
3850,2017-08-10,111.535,0.00427
3851,2017-08-11,111.11,0.00425
3852,2017-08-14,111.485,0.0042
3853,2017-08-15,111.925,0.00419
3854,2017-08-16,112.53,0.00427
3855,2017-08-17,112.195,0.00421
3856,2017-08-18,112.405,0.00411
3857,2017-08-21,112.585,0.00401
3858,2017-08-22,112.285,0.00394
3859,2017-08-23,113.085,0.00419
3860,2017-08-24,113.465,0.00414
3861,2017-08-25,113.56,0.00403
3862,2017-08-28,113.55,0.00391
3863,2017-08-29,112.545,0.00435
3864,2017-08-30,112.405,0.00424
3865,2017-08-31,112.615,0.00414
3866,2017-09-01,112.55,0.00402
3867,2017-09-04,112.885,0.00397
3868,2017-09-05,113.385,0.004
3869,2017-09-06,113.325,0.00388
3870,2017-09-07,113.29,0.00377
3871,2017-09-08,113.29,0.00366
3872,2017-09-11,113.225,0.00356
3873,2017-09-12,113.34,0.00346
3874,2017-09-13,112.865,0.00351
3875,2017-09-14,112.69,0.00343
3876,2017-09-15,112.675,0.00333
3877,2017-09-18,112.285,0.00334
3878,2017-09-19,112.5,0.00327
3879,2017-09-20,112.73,0.00322
3880,2017-09-21,113.06,0.0032
3881,2017-09-22,113.08,0.00311
3882,2017-09-25,112.64,0.00316
3883,2017-09-26,111.43,0.00401
3884,2017-09-27,111.28,0.0039
3885,2017-09-28,111.01,0.00384
3886,2017-09-29,110.53,0.00387
3887,2017-10-09,110.47,0.00376
3888,2017-10-10,111.31,0.00407
3889,2017-10-11,111.09,0.00398
3890,2017-10-12,110.79,0.00392
3891,2017-10-13,110.93,0.00382
3892,2017-10-16,110.305,0.00395
3893,2017-10-17,109.225,0.00449
3894,2017-10-18,109.39,0.00438
3895,2017-10-19,108.63,0.00457
3896,2017-10-20,108.965,0.0045
