,date,value,volatility
2424,2011-09-26,77.95,0.00522
2425,2011-09-27,78.29,0.00518
2426,2011-09-28,78.75,0.00522
2427,2011-09-29,79.25,0.00529
2428,2011-09-30,79.66,0.00528
2429,2011-10-10,79.47,0.00516
2430,2011-10-11,79.39,0.00501
2431,2011-10-12,79.57,0.0049
2432,2011-10-13,79.42,0.00478
2433,2011-10-14,79.38,0.00464
2434,2011-10-17,78.69,0.00497
2435,2011-10-18,79.08,0.00497
2436,2011-10-19,78.97,0.00483
2437,2011-10-20,79.46,0.00492
2438,2011-10-21,80.21,0.00528
2439,2011-10-24,80.41,0.00516
2440,2011-10-25,79.64,0.00551
2441,2011-10-26,79.49,0.00537
2442,2011-10-27,79.67,0.00524
2443,2011-10-28,79.41,0.00515
2444,2011-10-31,79.78,0.00512
2445,2011-11-01,79.52,0.00504
2446,2011-11-02,79.81,0.00497
2447,2011-11-03,79.87,0.00483
2448,2011-11-04,79.89,0.00469
2449,2011-11-07,79.65,0.00461
2450,2011-11-08,79.56,0.00448
2451,2011-11-09,79.38,0.00439
2452,2011-11-10,79.71,0.00437
2453,2011-11-11,79.24,0.00448
2454,2011-11-14,79.16,0.00435
2455,2011-11-15,78.85,0.00433
2456,2011-11-16,79.06,0.00425
2457,2011-11-17,78.8,0.0042
2458,2011-11-18,78.61,0.00412
2459,2011-11-21,78.48,0.00402
2460,2011-11-22,78.32,0.00394
2461,2011-11-23,78.16,0.00385
2462,2011-11-24,78.15,0.00374
2463,2011-11-25,78.19,0.00364
2464,2011-11-28,78.33,0.00356
2465,2011-11-29,78.15,0.0035
2466,2011-11-30,78.11,0.0034
2467,2011-12-01,78.42,0.00343
2468,2011-12-02,78.23,0.00338
2469,2011-12-05,78.45,0.00335
2470,2011-12-06,78.25,0.00331
2471,2011-12-07,78.58,0.00337
2472,2011-12-08,78.43,0.00331
2473,2011-12-09,78.57,0.00324
2474,2011-12-12,78.27,0.00327
2475,2011-12-13,78.3,0.00318
2476,2011-12-14,78.73,0.00335
2477,2011-12-15,78.97,0.00334
2478,2011-12-16,79.32,0.00341
2479,2011-12-19,79.5,0.00335
2480,2011-12-20,79.48,0.00326
2481,2011-12-21,79.28,0.00322
2482,2011-12-22,78.56,0.00381
2483,2011-12-23,78.54,0.0037
2484,2011-12-26,78.63,0.0036
2485,2011-12-27,78.74,0.00352
2486,2011-12-28,78.52,0.00348
2487,2011-12-29,78.68,0.00341
2488,2011-12-30,78.61,0.00332
2489,2012-01-04,78.37,0.00331
2490,2012-01-05,78.28,0.00322
2491,2012-01-06,78.41,0.00315
2492,2012-01-09,78.4,0.00306
2493,2012-01-10,78.85,0.00327
2494,2012-01-11,78.18,0.00378
2495,2012-01-12,78.26,0.00367
2496,2012-01-13,77.79,0.00385
2497,2012-01-16,77.82,0.00374
2498,2012-01-17,77.47,0.00379
2499,2012-01-18,78.22,0.00434
2500,2012-01-19,78.71,0.00447
2501,2012-01-20,78.78,0.00434
2502,2012-01-30,78.35,0.00442
2503,2012-01-31,78.24,0.0043
2504,2012-02-01,78.11,0.0042
2505,2012-02-02,77.84,0.00416
2506,2012-02-03,77.79,0.00404
2507,2012-02-06,77.72,0.00393
2508,2012-02-07,77.62,0.00383
2509,2012-02-08,77.96,0.00386
2510,2012-02-09,78,0.00375
2511,2012-02-10,78.16,0.00368
2512,2012-02-13,78.49,0.00371
2513,2012-02-14,78.49,0.0036
2514,2012-02-15,78.65,0.00353
2515,2012-02-16,78.29,0.0036
2516,2012-02-17,78.25,0.0035
2517,2012-02-20,78.16,0.00341
2518,2012-02-21,78.4,0.00339
2519,2012-02-22,78.39,0.00329
2520,2012-02-23,78.7,0.00333
2521,2012-02-24,78.88,0.00328
2522,2012-02-27,79.01,0.00321
2523,2012-02-28,79.28,0.00322
2524,2012-02-29,79.33,0.00313
2525,2012-03-01,79.93,0.00353
2526,2012-03-02,79.86,0.00344
2527,2012-03-05,79.8,0.00334
2528,2012-03-06,80.36,0.00365
2529,2012-03-07,79.58,0.00424
2530,2012-03-08,79.78,0.00416
2531,2012-03-09,79.58,0.00409
2532,2012-03-12,79.78,0.00401
2533,2012-03-13,80.14,0.00404
2534,2012-03-14,80.44,0.00403
2535,2012-03-15,80.28,0.00394
2536,2012-03-16,80.34,0.00383
2537,2012-03-19,79.98,0.00387
2538,2012-03-20,79.47,0.00406
2539,2012-03-21,79.46,0.00394
2540,2012-03-22,79.48,0.00383
2541,2012-03-23,79.38,0.00373
2542,2012-03-26,80.23,0.00442
2543,2012-03-27,81.16,0.0051
2544,2012-03-28,81.32,0.00498
2545,2012-03-29,81.41,0.00484
2546,2012-03-30,81.67,0.00476
2547,2012-04-05,82.52,0.00524
2548,2012-04-06,82.47,0.00509
2549,2012-04-09,82.38,0.00495
2550,2012-04-10,82.06,0.0049
2551,2012-04-11,82.14,0.00476
2552,2012-04-12,82.08,0.00463
2553,2012-04-13,82.12,0.0045
2554,2012-04-16,82.45,0.00447
2555,2012-04-17,82.23,0.00439
2556,2012-04-18,81.88,0.00438
2557,2012-04-19,82.46,0.00457
2558,2012-04-20,82.38,0.00445
2559,2012-04-23,82.47,0.00433
2560,2012-04-24,82.36,0.00421
2561,2012-04-25,82.51,0.00412
2562,2012-04-26,83.25,0.00453
2563,2012-04-27,83.64,0.00454
2564,2012-05-02,83.5,0.00442
2565,2012-05-03,83.89,0.00444
2566,2012-05-04,84.2,0.0044
2567,2012-05-07,84.38,0.0043
2568,2012-05-08,84.37,0.00418
2569,2012-05-09,84.23,0.00408
2570,2012-05-10,84.9,0.00439
2571,2012-05-11,84.8,0.00427
2572,2012-05-14,85.61,0.00473
2573,2012-05-15,86.09,0.00478
2574,2012-05-16,85.97,0.00465
2575,2012-05-17,86.72,0.00497
2576,2012-05-18,87.31,0.00509
2577,2012-05-21,87.23,0.00495
2578,2012-05-22,88.15,0.00542
2579,2012-05-23,87.78,0.00536
2580,2012-05-24,87.04,0.00558
2581,2012-05-25,87.87,0.00588
2582,2012-05-28,88.72,0.00615
2583,2012-05-29,89.18,0.0061
2584,2012-05-30,89.46,0.00597
2585,2012-05-31,88.77,0.00609
2586,2012-06-01,88.36,0.00601
2587,2012-06-04,89.87,0.0071
2588,2012-06-05,90.05,0.00691
2589,2012-06-06,89.63,0.00681
2590,2012-06-07,88.7,0.00706
2591,2012-06-08,88.61,0.00686
2592,2012-06-11,90.36,0.00814
2593,2012-06-12,90.82,0.00799
2594,2012-06-13,90.82,0.00776
2595,2012-06-14,90.7,0.00755
2596,2012-06-15,91.09,0.0074
2597,2012-06-18,91.73,0.00738
2598,2012-06-19,92.85,0.00773
2599,2012-06-20,92.36,0.00761
2600,2012-06-21,93.6,0.00805
2601,2012-06-25,93.63,0.00781
2602,2012-06-26,93.64,0.00759
2603,2012-06-27,92.67,0.00778
2604,2012-06-28,94.34,0.00867
2605,2012-06-29,93.46,0.00871
2606,2012-07-02,93.41,0.00846
2607,2012-07-03,92.86,0.00834
2608,2012-07-04,93.49,0.00826
2609,2012-07-05,93.95,0.0081
2610,2012-07-06,93.56,0.00793
2611,2012-07-09,93.58,0.0077
2612,2012-07-10,93.1,0.00758
2613,2012-07-11,93.36,0.00739
2614,2012-07-12,91.79,0.00824
2615,2012-07-13,91.97,0.00801
2616,2012-07-16,92.17,0.0078
2617,2012-07-17,92.55,0.00764
2618,2012-07-18,93.56,0.00786
2619,2012-07-19,93.41,0.00764
2620,2012-07-20,93.27,0.00743
2621,2012-07-23,94.06,0.00749
2622,2012-07-24,94.8,0.00751
2623,2012-07-25,96.02,0.0079
2624,2012-07-26,96.33,0.00771
2625,2012-07-27,95.96,0.00755
2626,2012-07-30,96.05,0.00733
2627,2012-07-31,96.11,0.00712
2628,2012-08-01,95.29,0.00721
2629,2012-08-02,95.26,0.007
2630,2012-08-03,95.13,0.00681
2631,2012-08-06,95.99,0.00695
2632,2012-08-07,95.02,0.00717
2633,2012-08-08,94.45,0.00711
2634,2012-08-09,94.17,0.00694
2635,2012-08-10,94.53,0.0068
2636,2012-08-13,94.37,0.00662
2637,2012-08-14,94.2,0.00644
2638,2012-08-15,94.2,0.00626
2639,2012-08-16,93.2,0.00659
2640,2012-08-17,93.35,0.00641
2641,2012-08-20,93.04,0.00627
2642,2012-08-21,96.36,0.01035
2643,2012-08-22,97.5,0.01044
2644,2012-08-23,99.46,0.0112
2645,2012-08-24,99.19,0.01089
2646,2012-08-27,99.8,0.01068
2647,2012-08-28,99.76,0.01037
2648,2012-08-29,98.35,0.01063
2649,2012-08-30,96.55,0.01122
2650,2012-08-31,97.77,0.0113
2651,2012-09-03,98.26,0.01104
2652,2012-09-04,98.22,0.01072
2653,2012-09-05,99.51,0.01087
2654,2012-09-06,99.31,0.01056
2655,2012-09-07,99.37,0.01026
2656,2012-09-10,99.5,0.00997
2657,2012-09-11,99.29,0.00969
2658,2012-09-12,98.04,0.00989
2659,2012-09-13,97.83,0.00961
2660,2012-09-14,97.38,0.0094
2661,2012-09-17,97.28,0.00913
2662,2012-09-18,97.91,0.009
2663,2012-09-19,99,0.00913
2664,2012-09-20,99.33,0.0089
2665,2012-09-21,98.95,0.00869
2666,2012-09-24,98.9,0.00844
2667,2012-09-25,100.65,0.00921
2668,2012-09-26,101.59,0.00921
2669,2012-09-27,101.75,0.00895
2670,2012-09-28,102.26,0.00878
2671,2012-10-08,102.25,0.00852
2672,2012-10-09,102.22,0.00828
2673,2012-10-10,103.13,0.00831
2674,2012-10-11,102.25,0.00833
2675,2012-10-12,102.49,0.0081
2676,2012-10-15,103.12,0.008
2677,2012-10-16,101.98,0.00821
2678,2012-10-17,101.18,0.0082
2679,2012-10-18,101.06,0.00796
2680,2012-10-19,102.25,0.00822
2681,2012-10-22,101.12,0.00841
2682,2012-10-23,100.8,0.00821
2683,2012-10-24,100.47,0.00801
2684,2012-10-25,99.44,0.00816
2685,2012-10-26,100.03,0.00804
2686,2012-10-29,99.15,0.00809
2687,2012-10-30,97.45,0.00888
2688,2012-10-31,97.54,0.00862
2689,2012-11-01,98.97,0.00907
2690,2012-11-02,96.04,0.01136
2691,2012-11-05,95.85,0.01104
2692,2012-11-06,95.6,0.01074
2693,2012-11-07,94.06,0.01112
2694,2012-11-08,94.64,0.0109
2695,2012-11-09,95.36,0.01074
2696,2012-11-12,96.38,0.01073
2697,2012-11-13,97.29,0.01066
2698,2012-11-14,97.8,0.01043
2699,2012-11-15,97.71,0.01013
2700,2012-11-16,97.97,0.00986
2701,2012-11-19,97.77,0.00959
2702,2012-11-20,98.46,0.00946
2703,2012-11-21,99.12,0.00932
2704,2012-11-22,99.62,0.00913
2705,2012-11-23,100.63,0.00919
2706,2012-11-26,99.93,0.00908
2707,2012-11-27,100.09,0.00882
2708,2012-11-28,101.17,0.00894
2709,2012-11-29,100.91,0.00871
2710,2012-11-30,101.08,0.00846
2711,2012-12-03,99.59,0.00895
2712,2012-12-04,98.99,0.00881
2713,2012-12-05,99.21,0.00857
2714,2012-12-06,99.91,0.00849
2715,2012-12-07,99.15,0.00845
2716,2012-12-10,99.57,0.00826
2717,2012-12-11,100.52,0.00834
2718,2012-12-12,100.35,0.00811
2719,2012-12-13,99.59,0.00808
2720,2012-12-14,99.46,0.00785
2721,2012-12-17,100.26,0.00786
2722,2012-12-18,99.24,0.00802
2723,2012-12-19,98.2,0.00818
2724,2012-12-20,97.93,0.00797
2725,2012-12-21,98.05,0.00775
2726,2012-12-24,97.8,0.00755
2727,2012-12-25,99.48,0.00838
2728,2012-12-26,98.9,0.00826
2729,2012-12-27,98.25,0.00817
2730,2012-12-28,97.76,0.00802
2731,2012-12-31,96.36,0.00852
2732,2013-01-04,96.57,0.00829
2733,2013-01-07,96.18,0.00811
2734,2013-01-08,97.11,0.0082
2735,2013-01-09,98.23,0.00842
2736,2013-01-10,98.02,0.00819
2737,2013-01-11,97.23,0.00819
2738,2013-01-14,97.53,0.00799
2739,2013-01-15,97.63,0.00776
2740,2013-01-16,97.33,0.00757
2741,2013-01-17,97.68,0.0074
2742,2013-01-18,98.76,0.00765
2743,2013-01-21,98.71,0.00743
2744,2013-01-22,98.44,0.00725
2745,2013-01-23,97.01,0.00786
2746,2013-01-24,97.71,0.00782
2747,2013-01-25,98.31,0.00773
2748,2013-01-28,98.17,0.00752
2749,2013-01-29,99.37,0.00785
2750,2013-01-30,99.58,0.00764
2751,2013-01-31,99.75,0.00743
2752,2013-02-01,100.17,0.00729
2753,2013-02-04,99.08,0.00754
2754,2013-02-05,99.6,0.00743
2755,2013-02-06,100.38,0.00745
2756,2013-02-07,99.96,0.00731
2757,2013-02-08,99.47,0.00719
2758,2013-02-18,99.36,0.00699
2759,2013-02-19,99.07,0.00682
2760,2013-02-20,99.11,0.00663
2761,2013-02-21,98.12,0.00687
2762,2013-02-22,99.42,0.00737
2763,2013-02-25,99.3,0.00716
2764,2013-02-26,98.79,0.00706
2765,2013-02-27,98.72,0.00686
2766,2013-02-28,98.46,0.00669
2767,2013-03-01,98.98,0.00662
2768,2013-03-04,98.24,0.00667
2769,2013-03-05,98.23,0.00648
2770,2013-03-06,98.02,0.00631
2771,2013-03-07,97.38,0.00633
2772,2013-03-08,97.23,0.00616
2773,2013-03-11,97.43,0.006
2774,2013-03-12,96.68,0.00611
2775,2013-03-13,96.88,0.00595
2776,2013-03-14,97.37,0.00591
2777,2013-03-15,98.27,0.00614
2778,2013-03-18,98.58,0.00601
2779,2013-03-19,98.64,0.00584
2780,2013-03-20,98.19,0.00577
2781,2013-03-21,98.77,0.00578
2782,2013-03-22,97.87,0.00602
2783,2013-03-25,97.72,0.00586
2784,2013-03-26,98.16,0.00579
2785,2013-03-27,98.1,0.00563
2786,2013-03-28,97.33,0.00578
2787,2013-03-29,97.32,0.00561
2788,2013-04-01,97.4,0.00545
2789,2013-04-02,97.66,0.00533
2790,2013-04-03,98.19,0.00534
2791,2013-04-08,98.44,0.00522
2792,2013-04-09,98.36,0.00507
2793,2013-04-10,98.69,0.00499
2794,2013-04-11,98.59,0.00485
2795,2013-04-12,98.49,0.00472
2796,2013-04-15,98.65,0.0046
2797,2013-04-16,98.08,0.00467
2798,2013-04-17,99.07,0.00513
2799,2013-04-18,99.15,0.00499
2800,2013-04-19,99.63,0.00498
2801,2013-04-22,99.25,0.00492
2802,2013-04-23,100.02,0.00512
2803,2013-04-24,100.16,0.00499
2804,2013-04-25,99.99,0.00486
2805,2013-04-26,100.13,0.00473
2806,2013-05-02,100.03,0.0046
2807,2013-05-03,101.15,0.0052
2808,2013-05-06,101.25,0.00505
2809,2013-05-07,101.67,0.005
2810,2013-05-08,101.26,0.00495
2811,2013-05-09,102.14,0.00524
2812,2013-05-10,102.27,0.00509
2813,2013-05-13,102.38,0.00495
2814,2013-05-14,102.93,0.00498
2815,2013-05-15,102.52,0.00493
2816,2013-05-16,102.32,0.00481
2817,2013-05-17,101.79,0.00483
2818,2013-05-20,102.91,0.00537
2819,2013-05-21,103.27,0.00528
2820,2013-05-22,102.83,0.00523
2821,2013-05-23,102.42,0.00516
2822,2013-05-24,103.37,0.00548
2823,2013-05-27,103.25,0.00533
2824,2013-05-28,103.01,0.0052
2825,2013-05-29,102.68,0.00511
2826,2013-05-30,104.27,0.00617
2827,2013-05-31,104.23,0.00599
2828,2013-06-03,104.08,0.00583
2829,2013-06-04,104.09,0.00566
2830,2013-06-05,104.27,0.00551
2831,2013-06-06,104.36,0.00536
2832,2013-06-07,104.8,0.0053
2833,2013-06-13,105.16,0.00521
2834,2013-06-14,105.14,0.00506
2835,2013-06-17,105.27,0.00492
2836,2013-06-18,104.81,0.00489
2837,2013-06-19,104.83,0.00475
2838,2013-06-20,104.22,0.00482
2839,2013-06-21,104.58,0.00475
2840,2013-06-24,104.85,0.00466
2841,2013-06-25,104.78,0.00452
2842,2013-06-26,104.15,0.00462
2843,2013-06-27,103,0.00521
2844,2013-06-28,104.19,0.00576
2845,2013-07-01,104.54,0.00565
2846,2013-07-02,104.32,0.00551
2847,2013-07-03,104.31,0.00535
2848,2013-07-04,104.16,0.00521
2849,2013-07-05,104.3,0.00507
2850,2013-07-08,104.51,0.00494
2851,2013-07-09,103.27,0.00558
2852,2013-07-10,102.28,0.00589
2853,2013-07-11,102.55,0.00575
2854,2013-07-12,102.95,0.00566
2855,2013-07-15,102.25,0.00574
2856,2013-07-16,102.71,0.00567
2857,2013-07-17,102.06,0.00571
2858,2013-07-18,100.95,0.00613
2859,2013-07-19,101.64,0.00617
2860,2013-07-22,101.46,0.00601
2861,2013-07-23,102.11,0.00603
2862,2013-07-24,102.33,0.00588
2863,2013-07-25,102.26,0.00571
2864,2013-07-26,102.61,0.00561
2865,2013-07-29,102.51,0.00545
2866,2013-07-30,102.16,0.00535
2867,2013-07-31,101.79,0.00527
2868,2013-08-01,101.89,0.00512
2869,2013-08-02,102.35,0.00509
2870,2013-08-05,102.31,0.00494
2871,2013-08-06,102.26,0.0048
2872,2013-08-07,102.47,0.00469
2873,2013-08-08,102.47,0.00455
2874,2013-08-09,102.22,0.00446
2875,2013-08-12,102.36,0.00434
2876,2013-08-13,102.11,0.00426
2877,2013-08-14,101.77,0.00421
2878,2013-08-15,101.43,0.00417
2879,2013-08-16,102.19,0.00442
2880,2013-08-19,102.29,0.0043
2881,2013-08-20,103.07,0.00455
2882,2013-08-21,103.28,0.00445
2883,2013-08-22,103.27,0.00432
2884,2013-08-23,102.96,0.00425
2885,2013-08-26,102.76,0.00416
2886,2013-08-27,101.82,0.00459
2887,2013-08-28,101.35,0.0046
2888,2013-08-29,101.81,0.00459
2889,2013-08-30,101.41,0.00456
2890,2013-09-02,102.38,0.00498
2891,2013-09-03,102.42,0.00483
2892,2013-09-04,102.27,0.00471
2893,2013-09-05,102.23,0.00457
2894,2013-09-06,102.22,0.00444
2895,2013-09-09,102.05,0.00433
2896,2013-09-10,102.22,0.00422
2897,2013-09-11,102.8,0.00432
2898,2013-09-12,103.21,0.0043
2899,2013-09-13,103.69,0.00432
2900,2013-09-16,103.86,0.00421
2901,2013-09-17,103.92,0.00409
2902,2013-09-18,103.31,0.00422
2903,2013-09-23,103.06,0.00413
2904,2013-09-24,101.86,0.00489
2905,2013-09-25,101.97,0.00476
2906,2013-09-26,101.43,0.00479
2907,2013-09-27,101.59,0.00467
2908,2013-09-30,101.85,0.00457
2909,2013-10-08,101.83,0.00444
2910,2013-10-09,102.22,0.00441
2911,2013-10-10,102.42,0.00431
2912,2013-10-11,102.42,0.00418
2913,2013-10-14,102.6,0.00408
2914,2013-10-15,102.61,0.00396
2915,2013-10-16,102.53,0.00385
2916,2013-10-17,102.27,0.00379
2917,2013-10-18,102.18,0.00369
2918,2013-10-21,102.48,0.00365
2919,2013-10-22,102.64,0.00356
2920,2013-10-23,102.21,0.0036
2921,2013-10-24,102.32,0.00351
2922,2013-10-25,102.16,0.00343
2923,2013-10-28,102.14,0.00333
2924,2013-10-29,101.72,0.00338
2925,2013-10-30,101.85,0.00329
2926,2013-10-31,101.65,0.00323
2927,2013-11-01,101.86,0.00318
2928,2013-11-04,102.14,0.00316
2929,2013-11-05,102.26,0.00308
2930,2013-11-06,101.84,0.00315
2931,2013-11-07,101.57,0.00312
2932,2013-11-08,101.52,0.00303
2933,2013-11-11,101.46,0.00295
2934,2013-11-12,101.29,0.00289
2935,2013-11-13,101.43,0.00283
2936,2013-11-14,101.75,0.00285
2937,2013-11-15,101.95,0.0028
2938,2013-11-18,101.93,0.00272
2939,2013-11-19,102.02,0.00265
2940,2013-11-20,101.82,0.00262
2941,2013-11-21,101.73,0.00255
2942,2013-11-22,101.77,0.00248
2943,2013-11-25,102.37,0.00279
2944,2013-11-26,102.53,0.00273
2945,2013-11-27,102.73,0.00269
2946,2013-11-28,102.41,0.00272
2947,2013-11-29,102.5,0.00265
2948,2013-12-02,102.54,0.00257
2949,2013-12-03,102.33,0.00255
2950,2013-12-04,101.99,0.0026
2951,2013-12-05,101.75,0.00258
2952,2013-12-06,102.04,0.0026
2953,2013-12-09,101.82,0.00258
2954,2013-12-10,102.15,0.00262
2955,2013-12-11,101.93,0.00259
2956,2013-12-12,101.94,0.00252
2957,2013-12-13,102.06,0.00246
2958,2013-12-16,101.91,0.00242
2959,2013-12-17,101.96,0.00235
2960,2013-12-18,101.83,0.0023
2961,2013-12-19,101.68,0.00226
2962,2013-12-20,101.39,0.0023
2963,2013-12-23,101.3,0.00224
2964,2013-12-24,101.55,0.00226
2965,2013-12-25,101.77,0.00225
2966,2013-12-26,102.19,0.0024
2967,2013-12-27,102.07,0.00235
2968,2013-12-30,101.85,0.00234
2969,2013-12-31,101.54,0.00238
2970,2014-01-02,101.72,0.00235
2971,2014-01-03,101.34,0.00245
2972,2014-01-06,101.24,0.00239
2973,2014-01-07,101.52,0.00242
2974,2014-01-08,101.67,0.00237
2975,2014-01-09,101.65,0.0023
2976,2014-01-10,101.16,0.00252
2977,2014-01-13,101.32,0.00247
2978,2014-01-14,101.41,0.00241
2979,2014-01-15,101.47,0.00235
2980,2014-01-16,101.54,0.00228
2981,2014-01-17,101.81,0.00231
2982,2014-01-20,101.82,0.00224
2983,2014-01-21,101.84,0.00218
2984,2014-01-22,102.11,0.00221
2985,2014-01-23,102.81,0.00269
2986,2014-01-24,102.79,0.00261
2987,2014-01-27,102.57,0.00259
2988,2014-01-28,102.55,0.00252
2989,2014-01-29,102.62,0.00245
2990,2014-01-30,102.13,0.00264
2991,2014-02-07,102.09,0.00256
2992,2014-02-10,102,0.0025
2993,2014-02-11,102.19,0.00247
2994,2014-02-12,102.25,0.0024
2995,2014-02-13,102.41,0.00236
2996,2014-02-14,102.47,0.0023
2997,2014-02-17,102.36,0.00224
2998,2014-02-18,102.56,0.00223
2999,2014-02-19,102.92,0.00232
3000,2014-02-20,103.7,0.00288
3001,2014-02-21,103.83,0.00282
3002,2014-02-24,103.92,0.00274
3003,2014-02-25,104.04,0.00268
3004,2014-02-26,104.1,0.0026
3005,2014-02-27,103.87,0.00258
3006,2014-02-28,103.71,0.00254
3007,2014-03-03,104.07,0.0026
3008,2014-03-04,104.31,0.00258
3009,2014-03-05,105.09,0.00307
3010,2014-03-06,104.83,0.00304
3011,2014-03-07,105.28,0.00313
3012,2014-03-10,105.06,0.00308
3013,2014-03-11,106,0.00367
3014,2014-03-12,106.17,0.00358
3015,2014-03-13,106.84,0.00379
3016,2014-03-14,107,0.0037
3017,2014-03-17,107.32,0.00366
3018,2014-03-18,107.19,0.00357
3019,2014-03-19,107.13,0.00347
3020,2014-03-20,108.46,0.00447
3021,2014-03-21,108.76,0.00439
3022,2014-03-24,109.01,0.0043
3023,2014-03-25,108.82,0.0042
3024,2014-03-26,108.85,0.00408
3025,2014-03-27,109.1,0.004
3026,2014-03-28,108.74,0.00396
3027,2014-03-31,109.27,0.00402
3028,2014-04-01,109.44,0.00392
3029,2014-04-02,109.59,0.00382
3030,2014-04-03,108.98,0.00394
3031,2014-04-04,108.38,0.00405
3032,2014-04-08,109.76,0.00496
3033,2014-04-09,108.87,0.00519
3034,2014-04-10,108.15,0.00528
3035,2014-04-11,108.12,0.00513
3036,2014-04-14,107.8,0.00503
3037,2014-04-15,107.63,0.0049
3038,2014-04-16,106.96,0.00499
3039,2014-04-17,107.12,0.00486
3040,2014-04-18,106.07,0.00527
3041,2014-04-21,106.27,0.00514
3042,2014-04-22,106.87,0.00517
3043,2014-04-23,106.96,0.00502
3044,2014-04-24,107.08,0.00488
3045,2014-04-25,107.2,0.00475
3046,2014-04-28,108.29,0.00521
3047,2014-04-29,108.1,0.00507
3048,2014-04-30,107.85,0.00496
3049,2014-05-05,108.14,0.00486
3050,2014-05-06,108.85,0.00497
3051,2014-05-07,109.26,0.00491
3052,2014-05-08,112.31,0.00812
3053,2014-05-09,114.05,0.0087
3054,2014-05-12,113.6,0.0085
3055,2014-05-13,114.65,0.00854
3056,2014-05-14,115.18,0.00837
3057,2014-05-15,114.61,0.00821
3058,2014-05-16,114.84,0.00799
3059,2014-05-19,115.8,0.00801
3060,2014-05-20,115.47,0.0078
3061,2014-05-21,115.75,0.0076
3062,2014-05-22,116.29,0.00746
3063,2014-05-23,116.58,0.00727
3064,2014-05-26,116.84,0.00708
3065,2014-05-27,117.97,0.00725
3066,2014-05-28,118.23,0.00706
3067,2014-05-29,117.81,0.00691
3068,2014-05-30,118.26,0.00677
3069,2014-06-03,117.96,0.0066
3070,2014-06-04,117.73,0.00643
3071,2014-06-05,117.71,0.00624
3072,2014-06-06,118.62,0.00634
3073,2014-06-09,118.39,0.00617
3074,2014-06-10,119.22,0.00622
3075,2014-06-11,119.79,0.00615
3076,2014-06-12,119.78,0.00597
3077,2014-06-13,121.44,0.00666
3078,2014-06-16,120.68,0.00664
3079,2014-06-17,119.69,0.00674
3080,2014-06-18,117.82,0.00755
3081,2014-06-19,118.63,0.00751
3082,2014-06-20,118.8,0.0073
3083,2014-06-23,117.83,0.00736
3084,2014-06-24,116.39,0.00772
3085,2014-06-25,117.03,0.00761
3086,2014-06-26,118.83,0.00824
3087,2014-06-27,119.45,0.0081
3088,2014-06-30,120.03,0.00795
3089,2014-07-01,120.68,0.00783
3090,2014-07-02,120.44,0.00762
3091,2014-07-03,120.09,0.00743
3092,2014-07-04,120.36,0.00723
3093,2014-07-07,120.61,0.00704
3094,2014-07-08,119.46,0.00721
3095,2014-07-09,119.68,0.00702
3096,2014-07-10,120.47,0.00699
3097,2014-07-11,119.62,0.007
3098,2014-07-14,118.37,0.00724
3099,2014-07-15,119.23,0.00724
3100,2014-07-16,119.65,0.00708
3101,2014-07-17,118.49,0.00726
3102,2014-07-18,118.35,0.00706
3103,2014-07-21,117.92,0.00691
3104,2014-07-22,117.34,0.00681
3105,2014-07-23,116.2,0.00701
3106,2014-07-24,117.58,0.00737
3107,2014-07-25,117.54,0.00716
3108,2014-07-28,118.77,0.00738
3109,2014-07-29,117.96,0.00735
3110,2014-07-30,118.47,0.00721
3111,2014-07-31,117.76,0.00715
3112,2014-08-01,118.45,0.00708
3113,2014-08-04,117.86,0.00698
3114,2014-08-05,117.54,0.00681
3115,2014-08-06,118.28,0.00678
3116,2014-08-07,117.51,0.00677
3117,2014-08-08,117.62,0.00657
3118,2014-08-11,117.55,0.00638
3119,2014-08-12,117.26,0.00623
3120,2014-08-13,117.52,0.00607
3121,2014-08-14,119.03,0.00664
3122,2014-08-15,118.62,0.0065
3123,2014-08-18,119.43,0.00652
3124,2014-08-19,120.44,0.00664
3125,2014-08-20,119.05,0.00702
3126,2014-08-21,118.75,0.00684
3127,2014-08-22,118.46,0.00667
3128,2014-08-25,119.24,0.00666
3129,2014-08-26,118.78,0.00654
3130,2014-08-27,118.92,0.00635
3131,2014-08-28,119.06,0.00618
3132,2014-08-29,118.8,0.00602
3133,2014-09-01,118.98,0.00586
3134,2014-09-02,118.73,0.00571
3135,2014-09-03,119.41,0.00571
3136,2014-09-04,119.59,0.00556
3137,2014-09-05,120.13,0.0055
3138,2014-09-09,119.71,0.00541
3139,2014-09-10,119.69,0.00525
3140,2014-09-11,120.12,0.00517
3141,2014-09-12,120.79,0.00519
3142,2014-09-15,121.2,0.00511
3143,2014-09-16,121.16,0.00496
3144,2014-09-17,121.5,0.00486
3145,2014-09-18,121.29,0.00474
3146,2014-09-19,121.33,0.0046
3147,2014-09-22,121.36,0.00447
3148,2014-09-23,121.33,0.00434
3149,2014-09-24,120.23,0.00474
3150,2014-09-25,120.78,0.00473
3151,2014-09-26,121.04,0.00463
3152,2014-09-29,119.68,0.00524
3153,2014-09-30,119.74,0.00509
3154,2014-10-08,119.46,0.00497
3155,2014-10-09,119.21,0.00486
3156,2014-10-10,119.12,0.00472
3157,2014-10-13,120.12,0.005
3158,2014-10-14,120.07,0.00486
3159,2014-10-15,119.67,0.00478
3160,2014-10-16,119.73,0.00464
